acc,label,phylum,f1,cls,n_overlap,grp_size,is_longest,length
NC_008818.1,Hyperthermus,Archaea,60.88,FP,21,3,0,344
NC_008818.1,Hyperthermus,Archaea,60.88,TP,30,10,0,647
NC_008818.1,Hyperthermus,Archaea,60.88,TP,17,6,0,599
NC_008818.1,Hyperthermus,Archaea,60.88,TP,27,8,0,419
NC_008818.1,Hyperthermus,Archaea,60.88,TP,23,6,0,602
NC_008818.1,Hyperthermus,Archaea,60.88,FP,18,3,0,443
NC_008818.1,Hyperthermus,Archaea,60.88,FP,14,6,0,431
NC_008818.1,Hyperthermus,Archaea,60.88,TP,19,6,0,647
NC_008818.1,Hyperthermus,Archaea,60.88,TP,7,5,0,605
NC_008818.1,Hyperthermus,Archaea,60.88,FP,16,7,0,386
NC_008818.1,Hyperthermus,Archaea,60.88,TP,39,15,0,1079
NC_008818.1,Hyperthermus,Archaea,60.88,FP,11,5,0,299
NC_008818.1,Hyperthermus,Archaea,60.88,TP,19,10,0,692
NC_008818.1,Hyperthermus,Archaea,60.88,TP,38,25,0,1157
NC_008818.1,Hyperthermus,Archaea,60.88,TP,13,4,0,455
NC_008818.1,Hyperthermus,Archaea,60.88,TP,15,10,0,599
NC_008818.1,Hyperthermus,Archaea,60.88,TP,20,8,0,569
NC_008818.1,Hyperthermus,Archaea,60.88,FP,45,21,0,1076
NC_008818.1,Hyperthermus,Archaea,60.88,TP,47,20,0,1385
NC_008818.1,Hyperthermus,Archaea,60.88,TP,47,24,0,1460
NC_008818.1,Hyperthermus,Archaea,60.88,TP,16,10,0,494
NC_008818.1,Hyperthermus,Archaea,60.88,TP,21,10,0,1622
NC_008818.1,Hyperthermus,Archaea,60.88,TP,23,8,0,434
NC_008818.1,Hyperthermus,Archaea,60.88,FP,20,9,0,332
NC_008818.1,Hyperthermus,Archaea,60.88,TP,30,12,0,1151
NC_008818.1,Hyperthermus,Archaea,60.88,TP,30,10,0,923
NC_008818.1,Hyperthermus,Archaea,60.88,TP,13,3,0,314
NC_008818.1,Hyperthermus,Archaea,60.88,TP,8,5,0,383
NC_008818.1,Hyperthermus,Archaea,60.88,FP,8,8,0,407
NC_008818.1,Hyperthermus,Archaea,60.88,FP,25,12,0,764
NC_008818.1,Hyperthermus,Archaea,60.88,TP,28,14,0,1157
NC_008818.1,Hyperthermus,Archaea,60.88,TP,34,13,0,965
NC_008818.1,Hyperthermus,Archaea,60.88,FP,41,33,0,2207
NC_008818.1,Hyperthermus,Archaea,60.88,TP,56,21,0,1718
NC_008818.1,Hyperthermus,Archaea,60.88,TP,50,31,0,1325
NC_008818.1,Hyperthermus,Archaea,60.88,TP,33,10,0,848
NC_008818.1,Hyperthermus,Archaea,60.88,FP,69,37,0,1898
NC_008818.1,Hyperthermus,Archaea,60.88,TP,8,6,0,359
NC_008818.1,Hyperthermus,Archaea,60.88,TP,20,8,0,707
NC_008818.1,Hyperthermus,Archaea,60.88,TP,14,6,0,584
NC_008818.1,Hyperthermus,Archaea,60.88,TP,12,7,0,452
NC_008818.1,Hyperthermus,Archaea,60.88,TP,28,11,0,1136
NC_008818.1,Hyperthermus,Archaea,60.88,TP,27,8,0,908
NC_008818.1,Hyperthermus,Archaea,60.88,FP,26,16,0,1388
NC_008818.1,Hyperthermus,Archaea,60.88,TP,42,20,0,1301
NC_008818.1,Hyperthermus,Archaea,60.88,TP,73,27,0,2216
NC_008818.1,Hyperthermus,Archaea,60.88,TP,25,10,0,911
NC_008818.1,Hyperthermus,Archaea,60.88,FP,16,10,0,737
NC_008818.1,Hyperthermus,Archaea,60.88,TP,22,1,1,704
NC_008818.1,Hyperthermus,Archaea,60.88,TP,16,12,0,737
NC_008818.1,Hyperthermus,Archaea,60.88,TP,14,9,0,623
NC_008818.1,Hyperthermus,Archaea,60.88,FP,29,3,0,404
NC_008818.1,Hyperthermus,Archaea,60.88,FP,15,2,0,467
NC_008818.1,Hyperthermus,Archaea,60.88,FP,25,14,0,854
NC_008818.1,Hyperthermus,Archaea,60.88,TP,22,1,1,779
NC_008818.1,Hyperthermus,Archaea,60.88,TP,36,1,1,1037
NC_008818.1,Hyperthermus,Archaea,60.88,FP,22,8,0,530
NC_008818.1,Hyperthermus,Archaea,60.88,FP,9,7,0,761
NC_008818.1,Hyperthermus,Archaea,60.88,FP,43,1,1,1601
NC_008818.1,Hyperthermus,Archaea,60.88,FP,17,13,0,776
NC_008818.1,Hyperthermus,Archaea,60.88,FP,21,10,0,713
NC_008818.1,Hyperthermus,Archaea,60.88,TP,9,7,0,569
NC_008818.1,Hyperthermus,Archaea,60.88,TP,3,2,0,410
NC_008818.1,Hyperthermus,Archaea,60.88,FP,35,10,0,1010
NC_008818.1,Hyperthermus,Archaea,60.88,TP,21,9,0,653
NC_008818.1,Hyperthermus,Archaea,60.88,TP,18,11,0,647
NC_008818.1,Hyperthermus,Archaea,60.88,TP,58,30,0,1826
NC_008818.1,Hyperthermus,Archaea,60.88,TP,51,24,0,1418
NC_008818.1,Hyperthermus,Archaea,60.88,FP,60,34,0,1421
NC_008818.1,Hyperthermus,Archaea,60.88,TP,53,25,0,1358
NC_008818.1,Hyperthermus,Archaea,60.88,TP,13,9,0,899
NC_008818.1,Hyperthermus,Archaea,60.88,FP,21,10,0,359
NC_008818.1,Hyperthermus,Archaea,60.88,FP,6,7,0,461
NC_008818.1,Hyperthermus,Archaea,60.88,TP,21,10,0,890
NC_008818.1,Hyperthermus,Archaea,60.88,FP,30,17,0,908
NC_008818.1,Hyperthermus,Archaea,60.88,FP,11,4,0,572
NC_008818.1,Hyperthermus,Archaea,60.88,TP,42,1,1,1166
NC_008818.1,Hyperthermus,Archaea,60.88,FP,116,51,0,3242
NC_008818.1,Hyperthermus,Archaea,60.88,FP,24,7,0,590
NC_008818.1,Hyperthermus,Archaea,60.88,FP,51,32,0,1403
NC_008818.1,Hyperthermus,Archaea,60.88,TP,51,28,0,1475
NC_008818.1,Hyperthermus,Archaea,60.88,TP,22,11,0,1040
NC_008818.1,Hyperthermus,Archaea,60.88,TP,17,6,0,455
NC_008818.1,Hyperthermus,Archaea,60.88,TP,11,8,0,545
NC_008818.1,Hyperthermus,Archaea,60.88,FP,27,9,0,902
NC_008818.1,Hyperthermus,Archaea,60.88,FP,47,20,0,1472
NC_008818.1,Hyperthermus,Archaea,60.88,TP,52,21,0,1328
NC_008818.1,Hyperthermus,Archaea,60.88,FP,14,7,0,332
NC_008818.1,Hyperthermus,Archaea,60.88,TP,35,15,0,1049
NC_008818.1,Hyperthermus,Archaea,60.88,TP,43,25,0,1811
NC_008818.1,Hyperthermus,Archaea,60.88,FP,27,16,0,809
NC_008818.1,Hyperthermus,Archaea,60.88,FP,8,1,1,335
NC_008818.1,Hyperthermus,Archaea,60.88,FP,16,4,0,575
NC_008818.1,Hyperthermus,Archaea,60.88,TP,29,16,0,1037
NC_008818.1,Hyperthermus,Archaea,60.88,FP,14,9,0,443
NC_008818.1,Hyperthermus,Archaea,60.88,TP,117,52,0,2969
NC_008818.1,Hyperthermus,Archaea,60.88,TP,14,6,0,464
NC_008818.1,Hyperthermus,Archaea,60.88,TP,33,20,0,1097
NC_008818.1,Hyperthermus,Archaea,60.88,TP,13,5,0,446
NC_008818.1,Hyperthermus,Archaea,60.88,TP,6,5,0,515
NC_008818.1,Hyperthermus,Archaea,60.88,FP,8,5,0,302
NC_008818.1,Hyperthermus,Archaea,60.88,TP,50,20,0,1433
NC_008818.1,Hyperthermus,Archaea,60.88,TP,10,10,0,593
NC_008818.1,Hyperthermus,Archaea,60.88,FP,8,4,0,476
NC_008818.1,Hyperthermus,Archaea,60.88,TP,13,8,0,512
NC_008818.1,Hyperthermus,Archaea,60.88,TP,5,1,0,410
NC_008818.1,Hyperthermus,Archaea,60.88,TP,14,8,0,359
NC_008818.1,Hyperthermus,Archaea,60.88,TP,10,6,0,428
NC_008818.1,Hyperthermus,Archaea,60.88,TP,26,12,0,1127
NC_008818.1,Hyperthermus,Archaea,60.88,FP,22,1,1,545
NC_008818.1,Hyperthermus,Archaea,60.88,TP,10,2,0,350
NC_008818.1,Hyperthermus,Archaea,60.88,TP,39,22,0,1073
NC_008818.1,Hyperthermus,Archaea,60.88,TP,13,6,0,476
NC_008818.1,Hyperthermus,Archaea,60.88,TP,13,6,0,587
NC_008818.1,Hyperthermus,Archaea,60.88,TP,8,5,0,542
NC_008818.1,Hyperthermus,Archaea,60.88,FP,29,17,0,1550
NC_008818.1,Hyperthermus,Archaea,60.88,FP,30,15,0,1394
NC_008818.1,Hyperthermus,Archaea,60.88,TP,13,4,0,422
NC_008818.1,Hyperthermus,Archaea,60.88,TP,16,7,0,611
NC_008818.1,Hyperthermus,Archaea,60.88,TP,31,9,0,1235
NC_008818.1,Hyperthermus,Archaea,60.88,TP,58,21,0,2090
NC_008818.1,Hyperthermus,Archaea,60.88,TP,15,8,0,545
NC_008818.1,Hyperthermus,Archaea,60.88,TP,13,8,0,452
NC_008818.1,Hyperthermus,Archaea,60.88,FP,7,4,0,362
NC_008818.1,Hyperthermus,Archaea,60.88,FP,62,18,0,1073
NC_008818.1,Hyperthermus,Archaea,60.88,TP,90,41,0,2315
NC_008818.1,Hyperthermus,Archaea,60.88,FP,28,9,0,584
NC_008818.1,Hyperthermus,Archaea,60.88,TP,12,5,0,512
NC_008818.1,Hyperthermus,Archaea,60.88,TP,7,3,0,326
NC_008818.1,Hyperthermus,Archaea,60.88,FP,35,14,0,662
NC_008818.1,Hyperthermus,Archaea,60.88,TP,73,21,0,1217
NC_008818.1,Hyperthermus,Archaea,60.88,TP,38,9,0,1406
NC_008818.1,Hyperthermus,Archaea,60.88,FP,19,1,1,821
NC_008818.1,Hyperthermus,Archaea,60.88,FP,172,92,0,4439
NC_008818.1,Hyperthermus,Archaea,60.88,TP,22,7,0,569
NC_008818.1,Hyperthermus,Archaea,60.88,TP,50,26,0,2141
NC_008818.1,Hyperthermus,Archaea,60.88,TP,41,16,0,884
NC_008818.1,Hyperthermus,Archaea,60.88,FP,38,21,0,1013
NC_008818.1,Hyperthermus,Archaea,60.88,FP,26,11,0,710
NC_008818.1,Hyperthermus,Archaea,60.88,FP,10,4,0,326
NC_008818.1,Hyperthermus,Archaea,60.88,TP,35,15,0,1184
NC_008818.1,Hyperthermus,Archaea,60.88,FP,21,7,0,881
NC_008818.1,Hyperthermus,Archaea,60.88,FP,36,24,0,1226
NC_008818.1,Hyperthermus,Archaea,60.88,TP,67,22,0,1706
NC_008818.1,Hyperthermus,Archaea,60.88,FP,43,25,0,1148
NC_008818.1,Hyperthermus,Archaea,60.88,TP,27,16,0,1337
NC_008818.1,Hyperthermus,Archaea,60.88,TP,51,31,0,1691
NC_008818.1,Hyperthermus,Archaea,60.88,TP,24,10,0,668
NC_008818.1,Hyperthermus,Archaea,60.88,TP,36,17,0,1418
NC_008818.1,Hyperthermus,Archaea,60.88,TP,23,12,0,818
NC_008818.1,Hyperthermus,Archaea,60.88,FP,10,4,0,305
NC_008818.1,Hyperthermus,Archaea,60.88,TP,30,17,0,1229
NC_008818.1,Hyperthermus,Archaea,60.88,TP,17,7,0,389
NC_008818.1,Hyperthermus,Archaea,60.88,TP,19,6,0,557
NC_008818.1,Hyperthermus,Archaea,60.88,FP,51,15,0,1076
NC_008818.1,Hyperthermus,Archaea,60.88,FP,19,10,0,809
NC_008818.1,Hyperthermus,Archaea,60.88,FP,5,6,0,344
NC_008818.1,Hyperthermus,Archaea,60.88,FP,17,7,0,404
NC_008818.1,Hyperthermus,Archaea,60.88,FP,43,26,0,1253
NC_008818.1,Hyperthermus,Archaea,60.88,TP,6,4,0,413
NC_008818.1,Hyperthermus,Archaea,60.88,TP,14,10,0,473
NC_008818.1,Hyperthermus,Archaea,60.88,TP,7,1,0,431
NC_008818.1,Hyperthermus,Archaea,60.88,TP,40,27,0,1376
NC_008818.1,Hyperthermus,Archaea,60.88,TP,5,5,0,365
NC_008818.1,Hyperthermus,Archaea,60.88,TP,17,7,0,407
NC_008818.1,Hyperthermus,Archaea,60.88,TP,3,1,0,398
NC_008818.1,Hyperthermus,Archaea,60.88,TP,9,4,0,332
NC_008818.1,Hyperthermus,Archaea,60.88,TP,30,9,0,1061
NC_008818.1,Hyperthermus,Archaea,60.88,FP,20,6,0,572
NC_008818.1,Hyperthermus,Archaea,60.88,TP,40,22,0,1343
NC_008818.1,Hyperthermus,Archaea,60.88,TP,21,12,0,542
NC_008818.1,Hyperthermus,Archaea,60.88,TP,25,13,0,1142
NC_008818.1,Hyperthermus,Archaea,60.88,TP,16,4,0,362
NC_008818.1,Hyperthermus,Archaea,60.88,TP,15,12,0,491
NC_008818.1,Hyperthermus,Archaea,60.88,FP,18,10,0,596
NC_008818.1,Hyperthermus,Archaea,60.88,TP,37,12,0,1022
NC_008818.1,Hyperthermus,Archaea,60.88,TP,13,4,0,395
NC_008818.1,Hyperthermus,Archaea,60.88,TP,18,5,0,578
NC_008818.1,Hyperthermus,Archaea,60.88,TP,22,14,0,854
NC_008818.1,Hyperthermus,Archaea,60.88,FP,12,9,0,371
NC_008818.1,Hyperthermus,Archaea,60.88,TP,15,9,0,599
NC_008818.1,Hyperthermus,Archaea,60.88,FP,16,9,0,626
NC_008818.1,Hyperthermus,Archaea,60.88,TP,30,13,0,1211
NC_008818.1,Hyperthermus,Archaea,60.88,TP,9,4,0,308
NC_008818.1,Hyperthermus,Archaea,60.88,TP,13,3,0,398
NC_008818.1,Hyperthermus,Archaea,60.88,FP,22,13,0,710
NC_008818.1,Hyperthermus,Archaea,60.88,FP,12,5,0,329
NC_008818.1,Hyperthermus,Archaea,60.88,FP,16,7,0,404
NC_008818.1,Hyperthermus,Archaea,60.88,TP,11,4,0,521
NC_008818.1,Hyperthermus,Archaea,60.88,TP,38,22,0,1319
NC_008818.1,Hyperthermus,Archaea,60.88,TP,31,18,0,1364
NC_008818.1,Hyperthermus,Archaea,60.88,TP,41,21,0,1709
NC_008818.1,Hyperthermus,Archaea,60.88,TP,10,4,0,623
NC_008818.1,Hyperthermus,Archaea,60.88,TP,14,4,0,404
NC_008818.1,Hyperthermus,Archaea,60.88,TP,29,11,0,1253
NC_008818.1,Hyperthermus,Archaea,60.88,FP,15,7,0,857
NC_008818.1,Hyperthermus,Archaea,60.88,TP,14,7,0,749
NC_008818.1,Hyperthermus,Archaea,60.88,FP,19,9,0,740
NC_008818.1,Hyperthermus,Archaea,60.88,TP,19,10,0,947
NC_008818.1,Hyperthermus,Archaea,60.88,FP,10,6,0,428
NC_008818.1,Hyperthermus,Archaea,60.88,TP,18,8,0,428
NC_008818.1,Hyperthermus,Archaea,60.88,FP,8,3,0,317
NC_008818.1,Hyperthermus,Archaea,60.88,FP,7,3,0,434
NC_008818.1,Hyperthermus,Archaea,60.88,FP,14,10,0,380
NC_008818.1,Hyperthermus,Archaea,60.88,FP,53,19,0,1193
NC_008818.1,Hyperthermus,Archaea,60.88,TP,57,25,0,1157
NC_008818.1,Hyperthermus,Archaea,60.88,FP,33,19,0,1097
NC_008818.1,Hyperthermus,Archaea,60.88,TP,15,7,0,437
NC_008818.1,Hyperthermus,Archaea,60.88,TP,13,4,0,425
NC_008818.1,Hyperthermus,Archaea,60.88,FP,34,15,0,1229
NC_008818.1,Hyperthermus,Archaea,60.88,TP,19,5,0,680
NC_008818.1,Hyperthermus,Archaea,60.88,TP,34,12,0,1292
NC_008818.1,Hyperthermus,Archaea,60.88,FP,20,6,0,656
NC_008818.1,Hyperthermus,Archaea,60.88,TP,20,8,0,620
NC_008818.1,Hyperthermus,Archaea,60.88,TP,66,28,0,1673
NC_008818.1,Hyperthermus,Archaea,60.88,FP,42,25,0,1472
NC_008818.1,Hyperthermus,Archaea,60.88,TP,39,14,0,1082
NC_008818.1,Hyperthermus,Archaea,60.88,TP,9,3,0,326
NC_008818.1,Hyperthermus,Archaea,60.88,TP,20,5,0,659
NC_008818.1,Hyperthermus,Archaea,60.88,TP,9,5,0,452
NC_008818.1,Hyperthermus,Archaea,60.88,TP,11,6,0,752
NC_008818.1,Hyperthermus,Archaea,60.88,TP,46,22,0,1139
NC_008818.1,Hyperthermus,Archaea,60.88,TP,54,17,0,1268
NC_008818.1,Hyperthermus,Archaea,60.88,TP,28,14,0,824
NC_008818.1,Hyperthermus,Archaea,60.88,TP,39,14,0,1454
NC_008818.1,Hyperthermus,Archaea,60.88,TP,40,22,0,1445
NC_008818.1,Hyperthermus,Archaea,60.88,TP,10,5,0,419
NC_008818.1,Hyperthermus,Archaea,60.88,TP,36,17,0,1091
NC_008818.1,Hyperthermus,Archaea,60.88,TP,16,8,0,674
NC_008818.1,Hyperthermus,Archaea,60.88,TP,61,21,0,1526
NC_008818.1,Hyperthermus,Archaea,60.88,TP,12,2,0,416
NC_008818.1,Hyperthermus,Archaea,60.88,FP,24,8,0,398
NC_008818.1,Hyperthermus,Archaea,60.88,TP,20,3,0,335
NC_008818.1,Hyperthermus,Archaea,60.88,FP,56,16,0,1262
NC_008818.1,Hyperthermus,Archaea,60.88,TP,50,37,0,1361
NC_008818.1,Hyperthermus,Archaea,60.88,TP,64,33,0,1220
NC_008818.1,Hyperthermus,Archaea,60.88,TP,7,4,0,461
NC_008818.1,Hyperthermus,Archaea,60.88,FP,17,6,0,467
NC_008818.1,Hyperthermus,Archaea,60.88,FP,34,18,0,962
NC_008818.1,Hyperthermus,Archaea,60.88,TP,30,16,0,1037
NC_008818.1,Hyperthermus,Archaea,60.88,TP,32,15,0,1127
NC_008818.1,Hyperthermus,Archaea,60.88,TP,23,11,0,464
NC_008818.1,Hyperthermus,Archaea,60.88,FP,44,17,0,1211
NC_008818.1,Hyperthermus,Archaea,60.88,TP,29,20,0,1112
NC_008818.1,Hyperthermus,Archaea,60.88,TP,37,17,0,1211
NC_008818.1,Hyperthermus,Archaea,60.88,TP,25,7,0,734
NC_008818.1,Hyperthermus,Archaea,60.88,TP,15,9,0,743
NC_008818.1,Hyperthermus,Archaea,60.88,TP,8,5,0,479
NC_008818.1,Hyperthermus,Archaea,60.88,TP,45,22,0,1265
NC_008818.1,Hyperthermus,Archaea,60.88,FP,13,11,0,512
NC_008818.1,Hyperthermus,Archaea,60.88,TP,16,6,0,827
NC_008818.1,Hyperthermus,Archaea,60.88,TP,38,25,0,1763
NC_008818.1,Hyperthermus,Archaea,60.88,TP,13,6,0,686
NC_008818.1,Hyperthermus,Archaea,60.88,FP,20,12,0,1103
NC_008818.1,Hyperthermus,Archaea,60.88,FP,49,23,0,917
NC_008818.1,Hyperthermus,Archaea,60.88,TP,27,11,0,1355
NC_008818.1,Hyperthermus,Archaea,60.88,TP,16,7,0,776
NC_008818.1,Hyperthermus,Archaea,60.88,TP,21,14,0,806
NC_008818.1,Hyperthermus,Archaea,60.88,FP,13,3,0,383
NC_008818.1,Hyperthermus,Archaea,60.88,TP,61,33,0,1622
NC_008818.1,Hyperthermus,Archaea,60.88,FP,16,1,1,521
NC_008818.1,Hyperthermus,Archaea,60.88,FP,19,10,0,593
NC_008818.1,Hyperthermus,Archaea,60.88,TP,8,5,0,419
NC_008818.1,Hyperthermus,Archaea,60.88,TP,41,14,0,1397
NC_008818.1,Hyperthermus,Archaea,60.88,FP,32,1,1,956
NC_008818.1,Hyperthermus,Archaea,60.88,TP,13,5,0,734
NC_008818.1,Hyperthermus,Archaea,60.88,TP,24,2,0,380
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,108,31,0,2048
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,83,32,0,2393
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,64,26,0,1574
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,101,29,0,2522
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,44,21,0,1286
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,49,36,0,1406
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,66,52,0,1511
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,42,13,0,1328
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,61,24,0,2009
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,125,65,0,3263
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,68,23,0,1394
NC_008268.1,Rhodococcus,Actinobacteria,65.34,FP,110,63,0,1925
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,48,21,0,1316
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,59,24,0,1415
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,67,38,0,2651
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,46,22,0,1379
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,76,28,0,1604
NC_008268.1,Rhodococcus,Actinobacteria,65.34,FP,72,13,0,1295
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,47,20,0,1352
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,90,50,0,3212
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,61,25,0,1775
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,100,50,0,2462
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,80,41,0,1946
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,64,22,0,1547
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,64,36,0,2090
NC_008268.1,Rhodococcus,Actinobacteria,65.34,FP,78,15,0,1349
NC_008268.1,Rhodococcus,Actinobacteria,65.34,FP,90,18,0,1895
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,78,29,0,1757
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,282,143,0,7100
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,63,35,0,1484
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,47,31,0,1391
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,45,18,0,1400
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,54,26,0,1397
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,85,38,0,1796
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,80,45,0,1931
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,56,25,0,1481
NC_008268.1,Rhodococcus,Actinobacteria,65.34,FP,63,8,0,1463
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,70,36,0,1403
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,35,28,0,1436
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,38,20,0,1355
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,60,29,0,1757
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,59,34,0,1361
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,67,32,0,2291
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,73,45,0,1820
NC_008268.1,Rhodococcus,Actinobacteria,65.34,FP,135,20,0,2312
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,86,36,0,1679
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,62,25,0,1706
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,39,25,0,1391
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,78,29,0,1730
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,42,23,0,1553
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,55,37,0,1667
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,67,37,0,1511
NC_008268.1,Rhodococcus,Actinobacteria,65.34,FP,87,22,0,1649
NC_008268.1,Rhodococcus,Actinobacteria,65.34,FP,63,9,0,1388
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,74,29,0,1331
NC_008268.1,Rhodococcus,Actinobacteria,65.34,FP,97,14,0,1946
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,71,28,0,1670
NC_008268.1,Rhodococcus,Actinobacteria,65.34,FP,108,40,0,2444
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,64,39,0,1679
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,145,36,0,2036
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,122,40,0,2423
NC_008268.1,Rhodococcus,Actinobacteria,65.34,FP,81,9,0,1616
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,83,44,0,1286
NC_008268.1,Rhodococcus,Actinobacteria,65.34,FP,103,50,0,1835
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,96,46,0,2084
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,78,54,0,1277
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,54,16,0,1307
NC_008268.1,Rhodococcus,Actinobacteria,65.34,FP,91,26,0,2147
NC_008268.1,Rhodococcus,Actinobacteria,65.34,FP,103,9,0,1619
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,84,41,0,1433
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,48,10,0,1292
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,89,33,0,1502
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,86,19,0,1361
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,62,16,0,1457
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,87,25,0,1802
NC_008268.1,Rhodococcus,Actinobacteria,65.34,FP,110,25,0,2153
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,119,61,0,2957
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,45,21,0,1271
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,91,40,0,1850
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,1080,575,0,18191
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,57,16,0,1355
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,90,53,0,1532
NC_008268.1,Rhodococcus,Actinobacteria,65.34,FP,136,5,0,1718
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,69,36,0,1487
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,71,27,0,1640
NC_008268.1,Rhodococcus,Actinobacteria,65.34,FP,195,40,0,4193
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,141,40,0,1631
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,100,36,0,1889
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,60,26,0,1316
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,97,41,0,2051
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,118,51,0,2054
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,91,34,0,1862
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,73,27,0,1343
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,117,31,0,1607
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,65,28,0,1469
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,53,17,0,1616
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,92,39,0,2213
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,102,57,0,2579
NC_008268.1,Rhodococcus,Actinobacteria,65.34,FP,124,26,0,2174
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,53,19,0,1352
NC_008268.1,Rhodococcus,Actinobacteria,65.34,FP,112,11,0,1673
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,158,60,0,3368
NC_008268.1,Rhodococcus,Actinobacteria,65.34,FP,171,22,0,2765
NC_008268.1,Rhodococcus,Actinobacteria,65.34,FP,91,18,0,1994
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,56,16,0,1451
NC_008268.1,Rhodococcus,Actinobacteria,65.34,TP,73,14,0,1655
