type,acc,name,genome_cat,correct_rank,gap_01,gap_to_correct,prob_keep,clf_flipped,d_rbs,d_anti_sd,d_codon,d_imm,d_length,d_f4,d_baseline,gc_pct,d_len_zscore
B2,NC_002677.1,M.leprae,problem,1,0.07989132214314765,0.07989132214314765,0.06521739130434782,True,,,,,,,,,
B2,NC_002677.1,M.leprae,problem,1,0.1053912463411244,0.1053912463411244,0.3169642857142857,False,,,,,,,,,
B2,NC_002677.1,M.leprae,problem,1,0.0023422800796026877,0.0023422800796026877,0.02761904761904762,True,,,,,,,,,
B4r2,NC_002677.1,M.leprae,problem,2,0.10755367505363367,0.11398160199063057,0.01126126126126126,True,-0.17910814251754076,0.0,0.013683073967105885,0.008272218111449847,-60.0,0.0,0.11398160199063057,0.5779674640773538,-0.7592612864791839
B2,NC_002677.1,M.leprae,problem,1,0.21383847912228404,0.21383847912228404,0.7513297872340425,False,,,,,,,,,
B2,NC_002677.1,M.leprae,problem,1,0.016096440393294387,0.016096440393294387,0.09019607843137255,True,,,,,,,,,
B2,NC_002677.1,M.leprae,problem,1,0.17252992016168278,0.17252992016168278,0.5525210084033613,False,,,,,,,,,
B2,NC_002677.1,M.leprae,problem,1,0.30984062203965124,0.30984062203965124,0.9808187804179788,False,,,,,,,,,
B2,NC_002677.1,M.leprae,problem,1,0.12976727336534033,0.12976727336534033,0.9318681318681319,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.08031802320109449,0.08031802320109449,0.11922141119221409,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.6757596268328498,0.6757596268328498,0.9913700107874865,False,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.2409797205295643,0.8132795352048996,0.0051635111876075735,True,-0.1615131580723821,-0.07692307692307687,-0.3698787986898021,-0.5456999833906044,189.0,0.0,0.8132795352048996,0.7071655449693804,1.3369419486129117
B2,NC_003155.5,Streptomyces,problem,1,0.6999484505500817,0.6999484505500817,0.9997844827586206,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.026977935164238076,0.026977935164238076,0.14018691588785046,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.7079144078864115,0.7079144078864115,0.0008904719501335708,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.01911084765146498,0.01911084765146498,0.06586021505376345,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.24724088656756749,0.24724088656756749,0.3169642857142857,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.8054044477541504,0.8054044477541504,0.0008904719501335708,True,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.2615023549664688,0.6175212381988917,0.9808187804179788,False,0.035891812904973674,-0.038461538461538436,-0.08454814339794925,-0.01915945147781295,45.0,0.0,0.6175212381988917,0.7071655449693804,0.31831951157450256
B2,NC_003155.5,Streptomyces,problem,1,0.4058620428982245,0.4058620428982245,0.0008904719501335708,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.3713962599513847,0.3713962599513847,0.0008904719501335708,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.6144813242243465,0.6144813242243465,0.002785515320334262,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.9175238201172577,0.9175238201172577,0.9991835994194485,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.8089240857667588,0.8089240857667588,0.09019607843137255,True,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.44283591085956964,0.5832472261938406,0.0008904719501335708,True,0.8183333342334026,-0.038461538461538436,-0.5765659634841237,-0.4521424214197999,663.0,0.0,0.5832472261938406,0.7071655449693804,4.689907470531007
B2,NC_003155.5,Streptomyces,problem,1,0.4203007542260071,0.4203007542260071,0.031746031746031744,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.33879971317429636,0.33879971317429636,0.8111111111111111,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.02525174672627095,0.02525174672627095,0.2863157894736842,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.1360231672587151,0.1360231672587151,0.0008904719501335708,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.011074212393072713,0.011074212393072713,0.11922141119221409,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.2588772868127158,0.2588772868127158,0.8735119047619048,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.017717620467079698,0.017717620467079698,0.11922141119221409,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.07895502359386342,0.07895502359386342,0.6826347305389222,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.020728512758857676,0.020728512758857676,0.04488330341113106,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.24485822584161454,0.24485822584161454,0.9147982062780269,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.3406034504159239,0.3406034504159239,0.7897091722595079,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.0698491457041257,0.0698491457041257,0.3169642857142857,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.15907402772384138,0.15907402772384138,0.8735119047619048,False,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.3307445679536247,0.38045456975668657,0.0008904719501335708,True,-0.7537280710044496,0.07692307692307693,-0.9411367625105775,-0.7002164236638206,966.0,0.0,0.38045456975668657,0.7071655449693804,6.833258848465993
B2,NC_003155.5,Streptomyces,problem,1,0.359560301809422,0.359560301809422,0.0008904719501335708,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.011556842908072795,0.011556842908072795,0.031746031746031744,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.24839508270596866,0.24839508270596866,0.9721784776902888,False,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.0011171030925396508,0.36372489818984377,0.7210216110019646,False,-0.15792397678188447,0.0,-0.017069302295745103,-0.0664736174983862,24.0,0.0,0.36372489818984377,0.7071655449693804,0.16977040617306827
B4r2,NC_003155.5,Streptomyces,problem,2,0.08299167994780987,0.4862107136597089,0.0008904719501335708,True,0.7106578955184812,-0.03846153846153849,-0.3025001582357729,-0.10405477269749186,306.0,0.0,0.4862107136597089,0.7071655449693804,2.1645726787066186
B2,NC_003155.5,Streptomyces,problem,1,0.2102624443535568,0.2102624443535568,0.02761904761904762,True,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.12030246240162734,0.2584834449452953,0.07407407407407407,True,-0.39480994195471175,0.11538461538461536,-0.03141272486799035,-0.06657192313885418,78.0,-0.7142857142857143,0.2584834449452953,0.7071655449693804,0.5517538200624719
B2,NC_003155.5,Streptomyces,problem,1,0.1415832765929821,0.1415832765929821,0.01126126126126126,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.11006587377374899,0.11006587377374899,0.17354497354497356,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.18905297437498803,0.18905297437498803,0.0008904719501335708,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.260568494638882,0.260568494638882,0.8735119047619048,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.3402209369184046,0.3402209369184046,0.0,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.10139237624940023,0.10139237624940023,0.12403100775193801,True,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.07990688471676854,0.4567589815140547,0.2993630573248407,False,0.053837719357460734,-0.038461538461538436,-0.22759668521866083,-0.19760178664271566,225.0,0.5714285714285714,0.4567589815140547,0.7071655449693804,1.5915975578725137
B2,NC_003155.5,Streptomyces,problem,1,0.1351599432550934,0.1351599432550934,0.0051635111876075735,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.4535880646881516,0.4535880646881516,0.2863157894736842,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.0007754916744104889,0.0007754916744104889,0.0008904719501335708,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.1085022807715248,0.1085022807715248,0.0008904719501335708,True,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.19616152187925806,0.2116969949423435,0.17354497354497356,True,-0.10767543871492136,0.07692307692307687,-0.09860683151975769,-0.16414397917888257,108.0,-0.1428571428571428,0.2116969949423435,0.7071655449693804,0.7639668277788072
B2,NC_003155.5,Streptomyces,problem,1,0.38796950855477874,0.38796950855477874,0.002785515320334262,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.13896367998765768,0.13896367998765768,0.0008904719501335708,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.013139815051552262,0.013139815051552262,0.02761904761904762,True,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.01248026999543228,0.03147184809471604,0.09019607843137255,True,0.5588868009488775,-0.11538461538461531,0.06469291085746143,0.1415308413319163,-33.0,0.0,0.03147184809471604,0.7071655449693804,-0.23343430848796842
B4r2,NC_003155.5,Streptomyces,problem,2,0.672760735170133,0.9378089459594392,0.0008904719501335708,True,-0.32302631614476407,0.0,-0.5728052370008891,-0.5159530700245732,1002.0,-0.5714285714285714,0.9378089459594392,0.7071655449693804,7.087914457725595
B2,NC_003155.5,Streptomyces,problem,1,0.01267030345718112,0.01267030345718112,0.09019607843137255,True,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.2839861142952316,0.49688209921593796,0.8989547038327527,False,-0.7537280710044496,-0.07692307692307687,-0.020282589154736907,0.03424888905377621,15.0,-0.7142857142857143,0.49688209921593796,0.7071655449693804,0.10610650385816722
B2,NC_003155.5,Streptomyces,problem,1,0.08338149401545181,0.08338149401545181,0.6141552511415522,False,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.003016579436852851,0.21236604095675204,0.0,True,-1.0306077705571046,-0.038461538461538436,-1.2882427409988728,-1.0014175451418248,1713.0,-0.7142857142857143,0.21236604095675204,0.7071655449693804,12.11736274060274
B4r2,NC_003155.5,Streptomyces,problem,2,0.1443144377660417,0.30242658189246896,0.0,True,0.05383771935746062,0.0,-1.177152020438092,-0.4606089095900715,1563.0,-0.5714285714285714,0.30242658189246896,0.7071655449693804,11.056297702021062
B2,NC_003155.5,Streptomyces,problem,1,0.8144042347757967,0.8144042347757967,0.002785515320334262,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.05476053304066841,0.05476053304066841,0.11922141119221409,True,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.17111546564529334,0.5065711035056779,0.3169642857142857,False,-0.3743003345804411,-0.038461538461538436,-0.2566669966127535,-0.20069340191305896,171.0,-0.5714285714285714,0.5065711035056779,0.7071655449693804,1.2096141439831103
B2,NC_003155.5,Streptomyces,problem,1,0.20070123833668418,0.20070123833668418,0.002976190476190476,True,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.14962696115858254,0.21293313729053853,0.036065573770491806,True,1.087521931020706,0.03846153846153849,-0.05463388415621817,-0.11851023232451073,24.0,0.5714285714285714,0.21293313729053853,0.7071655449693804,0.16977040617306804
B2,NC_003155.5,Streptomyces,problem,1,0.20825892805682145,0.20825892805682145,0.2302568981921979,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.04590355908274901,0.04590355908274901,0.6826347305389222,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.4408608296849508,0.4408608296849508,0.036065573770491806,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.3058267408478983,0.3058267408478983,0.8111111111111111,False,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.10880889430289642,0.15371465338814616,0.002785515320334262,True,-0.30508040969227745,-0.07692307692307687,0.082273352277348,0.03848578392647184,-201.0,-0.5714285714285714,0.15371465338814616,0.7071655449693804,-1.4218271516994463
B2,NC_003155.5,Streptomyces,problem,1,0.3702518407370867,0.3702518407370867,0.9100467289719626,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.17428760222964357,0.17428760222964357,0.0008904719501335708,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.1672663494034783,0.1672663494034783,1.0,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.18048063562587657,0.18048063562587657,0.7785817655571635,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.30760173121375534,0.30760173121375534,0.07407407407407407,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.44169087279310304,0.44169087279310304,0.8832807570977917,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.13112465144255836,0.13112465144255836,0.17354497354497356,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.34594545413207456,0.34594545413207456,0.4583333333333333,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.3961604239681904,0.3961604239681904,0.12403100775193801,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.39677135837895916,0.39677135837895916,0.2993630573248407,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.10236290707672424,0.10236290707672424,0.7323943661971831,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.1282709252504226,0.1282709252504226,0.02761904761904762,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.21786872740362995,0.21786872740362995,0.12403100775193801,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.43846655006266033,0.43846655006266033,0.0008904719501335708,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.243083274126068,0.243083274126068,0.01126126126126126,True,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.07104081391844286,0.6676431648284886,0.002785515320334262,True,3.3666520504865414,-0.15384615384615385,0.06861159224325486,0.10476396996685433,-48.0,0.0,0.6676431648284886,0.7071655449693804,-0.33954081234613626
B2,NC_003155.5,Streptomyces,problem,1,0.0886148674377516,0.0886148674377516,0.7210216110019646,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.19340440690118932,0.19340440690118932,0.11922141119221409,True,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.3521230903794912,0.44112348993521167,0.9808187804179788,False,0.9690789484342923,-0.03846153846153849,-0.014726834567701852,0.0023418951608302763,-12.0,0.7142857142857143,0.44112348993521167,0.7071655449693804,-0.08488520308653413
B4r2,NC_003155.5,Streptomyces,problem,2,0.6439086991365723,0.7074984624453737,0.6826347305389222,False,0.053837719357460734,0.038461538461538436,-0.1423358795839067,-0.06172060620075204,105.0,-0.5714285714285714,0.7074984624453737,0.7071655449693804,0.7427455270071732
B2,NC_003155.5,Streptomyces,problem,1,0.18951994373753678,0.18951994373753678,0.7785817655571635,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.277603732260145,0.277603732260145,0.7489878542510121,False,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.2608376964628194,0.5653874890804937,0.8507936507936508,False,0.25842105291581113,-0.038461538461538436,0.13676202219688205,0.12157672800973363,-21.0,0.0,0.5653874890804937,0.7071655449693804,-0.14854910540143462
B2,NC_003155.5,Streptomyces,problem,1,0.016746469932247265,0.016746469932247265,0.02761904761904762,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.019151283781940975,0.019151283781940975,0.11922141119221409,True,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.19990645630516823,0.5131485782844329,0.8111111111111111,False,0.7357821645519628,-0.07692307692307693,0.013016143519801515,0.027659489405894355,-6.0,0.0,0.5131485782844329,0.7071655449693804,-0.04244260154326707
B2,NC_003155.5,Streptomyces,problem,1,0.6210722303186174,0.6210722303186174,0.9808187804179788,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.02462608267165578,0.02462608267165578,0.3169642857142857,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.1270405075969574,0.1270405075969574,0.14018691588785046,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.5672658706480096,0.5672658706480096,0.036065573770491806,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.10079350492687311,0.10079350492687311,0.3169642857142857,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.02128171844252691,0.02128171844252691,0.7489878542510121,False,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.29699102802251787,0.459509828267338,0.8231827111984283,False,-0.17228070194387435,-0.07692307692307687,0.13665419394997358,0.19602608135943178,-24.0,0.0,0.459509828267338,0.7071655449693804,-0.16977040617306827
B2,NC_003155.5,Streptomyces,problem,1,0.10135157254845595,0.10135157254845595,0.575609756097561,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.14075753839908423,0.14075753839908423,0.2302568981921979,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.23987391325428042,0.23987391325428042,0.031746031746031744,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.13676836150388283,0.13676836150388283,0.7513297872340425,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.1258994998107994,0.1258994998107994,0.8989547038327527,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.021408661550749386,0.021408661550749386,0.002785515320334262,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.3828259390436486,0.3828259390436486,0.9913700107874865,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.008809463773737036,0.008809463773737036,0.94921875,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.18979361059077604,0.18979361059077604,0.17354497354497356,True,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.0157470544900562,0.2266343310826926,0.04,True,-0.14356725161989548,0.038461538461538436,0.10082119659553879,0.07954322729203311,-168.0,0.0,0.2266343310826926,0.7071655449693804,-1.188392843211476
B4r2,NC_003155.5,Streptomyces,problem,2,0.0496489637477211,0.3522209893564008,0.17354497354497356,True,0.27380325844651454,0.07692307692307698,-0.06150945677311914,-0.046350596064229976,18.0,0.0,0.3522209893564008,0.7071655449693804,0.1273278046298011
B2,NC_003155.5,Streptomyces,problem,1,0.41215144092757594,0.41215144092757594,0.17354497354497356,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.20201721756281504,0.20201721756281504,0.17354497354497356,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.11760739604156534,0.11760739604156534,0.9913700107874865,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.8522069895102931,0.8522069895102931,0.7489878542510121,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.05735591812621976,0.05735591812621976,0.09019607843137255,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.0347531511371475,0.0347531511371475,0.036065573770491806,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.8267094170569522,0.8267094170569522,0.6363636363636365,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.5049928061311526,0.5049928061311526,0.0,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.15378339544921893,0.15378339544921893,0.07331378299120235,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.1601401774122433,0.1601401774122433,0.7210216110019646,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.09384425326710222,0.09384425326710222,0.06521739130434782,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.026971034051790355,0.026971034051790355,0.9991835994194485,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.09971507516097589,0.09971507516097589,0.6141552511415522,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.6297011031764583,0.6297011031764583,0.031746031746031744,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.09224011321931691,0.09224011321931691,0.0008904719501335708,True,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.13782798466572643,0.23867906772218817,0.0008904719501335708,True,-0.08614035097193717,-0.15384615384615385,-0.7242345953362651,-0.3205916639238522,1032.0,0.0,0.23867906772218817,0.7071655449693804,7.300127465441931
B2,NC_003155.5,Streptomyces,problem,1,0.4165188547609109,0.4165188547609109,0.2302568981921979,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.23377261694902174,0.23377261694902174,0.38977072310405636,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.11213087916837383,0.11213087916837383,0.3169642857142857,False,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.23793486328491653,0.23907190468409567,0.7210216110019646,False,0.4307017548596854,-0.038461538461538436,0.07438455160635637,0.07103623363192879,-78.0,0.7142857142857143,0.23907190468409567,0.7071655449693804,-0.5517538200624719
B4r2,NC_003155.5,Streptomyces,problem,2,0.2145595103452873,0.2845721727418624,0.38977072310405636,False,0.5491447374460992,-0.11538461538461531,0.009398651493501609,0.008257578193480553,-12.0,0.0,0.2845721727418624,0.7071655449693804,-0.08488520308653458
B2,NC_003155.5,Streptomyces,problem,1,0.15366775803995303,0.15366775803995303,0.7210216110019646,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.008574494849819203,0.008574494849819203,0.2302568981921979,False,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.0728329014607354,0.17008259627753475,0.2302568981921979,False,0.3050804096922771,-0.11538461538461536,-0.02571266684212925,3.0938365876309604e-05,9.0,0.0,0.17008259627753475,0.7071655449693804,0.0636639023149006
B2,NC_003155.5,Streptomyces,problem,1,0.5764702848999796,0.5764702848999796,0.5588235294117647,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.43787995530686175,0.43787995530686175,1.0,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.6311141237357596,0.6311141237357596,0.9991835994194485,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.2977859582707101,0.2977859582707101,0.2302568981921979,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.09907274132307009,0.09907274132307009,0.09019607843137255,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.34458477781136043,0.34458477781136043,0.04488330341113106,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.28499656697421294,0.28499656697421294,0.9808187804179788,False,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.2987765652691188,0.38286491030811476,0.01633986928104575,True,0.5588868009488774,-0.07692307692307693,-0.10253143281121568,-0.11988990101380859,39.0,0.0,0.38286491030811476,0.7071655449693804,0.2758769100312364
B2,NC_003155.5,Streptomyces,problem,1,0.21962233043353763,0.21962233043353763,0.6826347305389222,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.5591758940296341,0.5591758940296341,0.5525210084033613,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.44225258538314804,0.44225258538314804,0.9808187804179788,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.28495159500622336,0.28495159500622336,0.8111111111111111,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.08662303561703233,0.08662303561703233,0.02761904761904762,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.23622175648937827,0.23622175648937827,0.8111111111111111,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.2582291508829453,0.2582291508829453,0.9721784776902888,False,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.002288023357629676,0.013144526725915373,0.02761904761904762,True,-0.6675877200325124,-0.15384615384615385,-0.40060503774157985,-0.2680457962059645,102.0,0.0,0.013144526725915373,0.7071655449693804,0.7215242262355397
B2,NC_003155.5,Streptomyces,problem,1,0.042890069981920576,0.042890069981920576,0.6826347305389222,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.04100339767778216,0.04100339767778216,0.013297872340425532,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.14736385016059472,0.14736385016059472,0.7785817655571635,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.09742900565424861,0.09742900565424861,0.7897091722595079,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.06612201341111756,0.06612201341111756,0.036065573770491806,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.1305884594436062,0.1305884594436062,0.0008904719501335708,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.12538501626359277,0.12538501626359277,0.04488330341113106,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.32705979402144436,0.32705979402144436,0.0008904719501335708,True,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.46164659943533604,0.4812835005123546,0.5525210084033613,False,-0.7075814544123405,0.07692307692307687,-0.13743684167320436,-0.13248961108741286,66.0,-0.8571428571428571,0.4812835005123546,0.7071655449693804,0.4668686169759374
B4r2,NC_003155.5,Streptomyces,problem,2,0.4947614345083782,0.8943593702377282,0.6141552511415522,False,-0.25124269033481644,0.07692307692307687,-0.1281141158451169,-0.05926676603969705,261.0,0.0,0.8943593702377282,0.7071655449693804,1.8462531671321156
B2,NC_003155.5,Streptomyces,problem,1,0.29754474342592196,0.29754474342592196,0.09019607843137255,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.8152727341043806,0.8152727341043806,0.0008904719501335708,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.053870711060698184,0.053870711060698184,0.9808187804179788,False,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.18192146394609132,0.5470006340936457,0.9861248761149654,False,0.03589181290497406,0.0,0.13123614237997883,0.20635566178851905,-36.0,0.0,0.5470006340936457,0.7071655449693804,-0.2546556092596024
B4r2,NC_003155.5,Streptomyces,problem,2,0.1034450557801847,0.22844807606886874,0.38977072310405636,False,0.21535087742984277,-0.11538461538461542,0.05975610205098025,0.08779786894858277,-27.0,0.0,0.22844807606886874,0.7071655449693804,-0.1909917069447018
B2,NC_003155.5,Streptomyces,problem,1,0.24816922866378377,0.24816922866378377,0.04488330341113106,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.29055671494177204,0.29055671494177204,0.09019607843137255,True,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.44617107154171975,0.8947526310943346,0.0008904719501335708,True,0.0615288221228123,0.07692307692307693,-0.48279140512655383,-0.3520239197656282,669.0,-0.1428571428571428,0.8947526310943346,0.7071655449693804,4.732350072074274
B2,NC_003155.5,Streptomyces,problem,1,0.5063439146667275,0.5063439146667275,0.9963931469792606,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.022732483925057778,0.022732483925057778,0.02761904761904762,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.7485296978566893,0.7485296978566893,0.9721784776902888,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.13368549079447956,0.13368549079447956,0.7513297872340425,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.5054000520704527,0.5054000520704527,0.9389140271493213,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.11145072521238042,0.11145072521238042,0.17354497354497356,True,,,,,,,,,
