acc,gc_pct,threshold,f1,sensitivity,precision,baseline_f1,df1
NC_008818.1,53.736737199661945,0.32,64.34349719975108,59.25501432664756,70.38801906058542,61.37,2.973497199751087
NC_008818.1,53.736737199661945,0.34,64.28347444339919,58.73925501432665,70.98337950138504,61.37,2.9134744433991884
NC_008818.1,53.736737199661945,0.36,63.835182250396194,57.70773638968482,71.41843971631205,61.37,2.4651822503961967
NC_008818.1,53.736737199661945,0.38,63.205128205128204,56.504297994269336,71.70909090909092,61.37,1.835128205128207
NC_008818.1,53.736737199661945,0.4,62.80349627711234,55.587392550143264,72.17261904761905,61.37,1.43349627711234
NC_008818.1,53.736737199661945,0.42,62.45499181669395,54.6704871060172,72.82442748091603,61.37,1.0849918166939503
NC_008818.1,53.736737199661945,0.44,62.062128222075344,53.81088825214899,73.30210772833723,61.37,0.6921282220753469
NC_008818.1,53.736737199661945,0.46,61.45624582498329,52.72206303724928,73.65892714171338,61.37,0.08624582498329403
NC_008818.1,53.736737199661945,0.48,61.098012798922205,51.97707736389685,74.10130718954248,61.37,-0.27198720107779195
NC_008818.1,53.736737199661945,0.5,60.32719836400817,50.71633237822349,74.4322960470984,61.37,-1.0428016359918288
NC_008818.1,53.736737199661945,0.52,59.662418188081304,49.627507163323784,74.78411053540587,61.37,-1.7075818119186934
NC_008818.1,53.736737199661945,0.54,58.626699198326946,48.194842406876795,74.8220640569395,61.37,-2.743300801673051
NC_008818.1,53.736737199661945,0.56,58.016877637130804,47.277936962750715,75.06824385805277,61.37,-3.3531223628691933
NC_008818.1,53.736737199661945,0.58,56.918687589158345,45.730659025787965,75.3541076487252,61.37,-4.451312410841652
NC_008818.1,53.736737199661945,0.6,55.724637681159415,44.068767908309454,75.76354679802955,61.37,-5.645362318840583
NC_015948.1,63.69196643642595,0.3,77.82006920415225,73.66524729773994,82.47158049138247,76.75,1.0700692041522473
NC_015948.1,63.69196643642595,0.32,77.72758860319668,73.27219128725844,82.75989641139475,76.75,0.9775886031966792
NC_015948.1,63.69196643642595,0.34,77.88444754756502,73.07566328201769,83.37070254110613,76.75,1.134447547565017
NC_015948.1,63.69196643642595,0.36,77.81282860147213,72.71536193907632,83.67885412740293,76.75,1.062828601472134
NC_015948.1,63.69196643642595,0.38,77.8698642214777,72.32230592859482,84.33919022154316,76.75,1.1198642214776982
NC_015948.1,63.69196643642595,0.4,77.67540751240256,71.79823124795284,84.60054033191818,76.75,0.9254075124025576
NC_015948.1,63.69196643642595,0.42,77.43544078361532,71.20864723223059,84.85558157689306,76.75,0.68544078361532
NC_015948.1,63.69196643642595,0.44,77.16281569048897,70.5535538814281,85.13833992094861,76.75,0.41281569048896927
NC_015948.1,63.69196643642595,0.46,76.93693693693695,69.93121519816575,85.5026031237485,76.75,0.18693693693694513
NC_015948.1,63.69196643642595,0.48,76.81159420289856,69.43989518506388,85.93433319821646,76.75,0.061594202898561434
NC_015948.1,63.69196643642595,0.5,76.53061224489795,68.78480183426137,86.24229979466119,76.75,-0.21938775510204778
NC_015948.1,63.69196643642595,0.52,76.3075793723619,68.09695381591877,86.76961602671118,76.75,-0.4424206276381
NC_015948.1,63.69196643642595,0.54,76.13594384927966,67.50736980019653,87.29351969504448,76.75,-0.6140561507203444
NC_015948.1,63.69196643642595,0.56,75.83255813953488,66.75401244677367,87.76916451335056,76.75,-0.917441860465118
NC_015948.1,63.69196643642595,0.58,75.51898260706939,66.1316737635113,88.01220575414123,76.75,-1.2310173929306103
NC_015948.1,63.69196643642595,0.6,74.83968313843833,64.98526039960694,88.21698532681191,76.75,-1.9103168615616681
NC_014408.1,48.64944225069509,0.3,74.87061529614721,75.74171029668412,74.0193291642979,75.53,-0.659384703852794
NC_014408.1,48.64944225069509,0.32,75.09423021165556,75.33449680046539,74.85549132947978,75.53,-0.43576978834444446
NC_014408.1,48.64944225069509,0.34,75.27696793002916,75.10180337405468,75.45295149035651,75.53,-0.2530320699708426
NC_014408.1,48.64944225069509,0.36,75.4994124559342,74.75276323443862,76.26112759643917,75.53,-0.03058754406579567
NC_014408.1,48.64944225069509,0.38,75.53978112984325,74.28737638161722,76.83513838748496,75.53,0.009781129843247527
NC_014408.1,48.64944225069509,0.4,75.64674397859055,73.99650959860384,77.37226277372264,75.53,0.11674397859054864
NC_014408.1,48.64944225069509,0.42,75.4559043348281,73.41477603257708,77.61377613776138,75.53,-0.07409566517189603
NC_014408.1,48.64944225069509,0.44,75.51020408163266,73.18208260616638,77.99132052076875,75.53,-0.019795918367336185
NC_014408.1,48.64944225069509,0.46,75.5729794933655,72.891215823153,78.45961177207263,75.53,0.042979493365493227
NC_014408.1,48.64944225069509,0.48,75.60827250608271,72.30948225712623,79.22243467176546,75.53,0.07827250608271186
NC_014408.1,48.64944225069509,0.5,75.57182067703569,72.07678883071553,79.42307692307692,75.53,0.04182067703568748
NC_014408.1,48.64944225069509,0.52,75.59103469450413,71.61140197789413,80.03901170351105,75.53,0.061034694504130016
NC_014408.1,48.64944225069509,0.54,75.57888237110218,71.20418848167539,80.52631578947368,75.53,0.048882371102180855
NC_014408.1,48.64944225069509,0.56,75.34246575342466,70.38976148923794,81.0448760884126,75.53,-0.18753424657533913
NC_014408.1,48.64944225069509,0.58,75.11766551615939,69.63350785340315,81.53950953678473,75.53,-0.4123344838406098
NC_014408.1,48.64944225069509,0.6,74.88931056293485,68.87725421756835,82.05128205128204,75.53,-0.6406894370651486
NC_019977.1,42.62412182614052,0.3,75.40840775430189,73.28535139712108,77.65814266487214,75.81,-0.4015922456981116
NC_019977.1,42.62412182614052,0.32,75.43131688141516,73.1160033869602,77.89806044203878,75.81,-0.3786831185848456
NC_019977.1,42.62412182614052,0.34,75.42706964520367,72.9043183742591,78.13067150635209,75.81,-0.3829303547963292
NC_019977.1,42.62412182614052,0.36,75.43358946212953,72.73497036409822,78.34017327861376,75.81,-0.37641053787046985
NC_019977.1,42.62412182614052,0.38,75.40189385597887,72.4809483488569,78.56815052776504,75.81,-0.4081061440211329
NC_019977.1,42.62412182614052,0.4,75.51335835725325,72.39627434377645,78.91093677895708,75.81,-0.2966416427467493
NC_019977.1,42.62412182614052,0.42,75.70321151716499,72.35393734123625,79.3776126335346,75.81,-0.10678848283501452
NC_019977.1,42.62412182614052,0.44,75.77308120133482,72.09991532599493,79.84060009376465,75.81,-0.03691879866518377
NC_019977.1,42.62412182614052,0.46,75.89903953540318,71.93056731583404,80.33096926713948,75.81,0.08903953540317389
NC_019977.1,42.62412182614052,0.48,75.79089073367736,71.50719729043183,80.62052505966587,75.81,-0.019109266322644203
NC_019977.1,42.62412182614052,0.5,75.88380995271335,71.33784928027096,81.04858104858104,75.81,0.07380995271334712
NC_019977.1,42.62412182614052,0.52,75.97461468721669,70.95681625740897,81.7560975609756,75.81,0.16461468721668382
NC_019977.1,42.62412182614052,0.54,76.11872146118722,70.57578323454699,82.60654112983151,75.81,0.30872146118721844
NC_019977.1,42.62412182614052,0.56,76.0854583046175,70.11007620660457,83.17428427925665,75.81,0.2754583046175014
NC_019977.1,42.62412182614052,0.58,76.16628175519631,69.81371718882303,83.79065040650406,75.81,0.35628175519630645
NC_019977.1,42.62412182614052,0.6,76.13741875580317,69.43268416596105,84.27543679342241,75.81,0.3274187558031656
NC_007644.1,55.79153707569736,0.3,72.02727090435131,69.15671929149018,75.14644351464436,71.9,0.12727090435130606
NC_007644.1,55.79153707569736,0.32,72.21103503826018,69.04120138621487,75.68594343604896,71.9,0.3110350382601723
NC_007644.1,55.79153707569736,0.34,72.28623408126137,68.84867154408934,76.08510638297872,71.9,0.3862340812613638
NC_007644.1,55.79153707569736,0.36,72.31019082419814,68.57912976511359,76.47058823529412,71.9,0.4101908241981391
NC_007644.1,55.79153707569736,0.38,72.27198697068403,68.34809395456296,76.67386609071274,71.9,0.37198697068402
NC_007644.1,55.79153707569736,0.4,72.30392156862744,68.15556411243743,76.98999565028272,71.9,0.4039215686274389
NC_007644.1,55.79153707569736,0.42,72.2758054586497,67.80901039661148,77.3725834797891,71.9,0.37580545864969395
NC_007644.1,55.79153707569736,0.44,72.17642209398186,67.42395071236041,77.64966740576497,71.9,0.27642209398185
NC_007644.1,55.79153707569736,0.46,72.07953603976802,67.00038505968425,77.991931869117,71.9,0.17953603976800991
NC_007644.1,55.79153707569736,0.48,71.8450645564348,66.42279553330766,78.2312925170068,71.9,-0.054935443565199193
NC_007644.1,55.79153707569736,0.5,71.63803937997486,65.84520600693108,78.54846118511713,71.9,-0.26196062002514964
NC_007644.1,55.79153707569736,0.52,71.65122156697558,65.49865229110512,79.07949790794979,71.9,-0.2487784330244267
NC_007644.1,55.79153707569736,0.54,71.38318152933701,64.88255679630342,79.33145009416197,71.9,-0.5168184706629972
NC_007644.1,55.79153707569736,0.56,71.09974424552429,64.22795533307662,79.61813842482101,71.9,-0.8002557544757138
NC_007644.1,55.79153707569736,0.58,70.9414539995711,63.68887177512514,80.05808325266214,71.9,-0.9585460004289104
NC_007644.1,55.79153707569736,0.6,70.64912659046799,63.07277628032345,80.29411764705883,71.9,-1.2508734095320193
