acc,label,phylum,f1,genome_gc,cls,rbs_score,rbs_spacing,length,is_atg,is_forward,gc1,gc2,gc3,gc12,abs_bias,gc_orf,nc,upstream_stops,upstream_gc
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,12.466666666666667,0.0,939.0,1,1,0.6261980830670927,0.3801916932907348,0.5559105431309904,0.5031948881789138,0.05271565495207664,0.5207667731629393,2.803375339935145,3,0.6
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,FP,12.3,0.0,501.0,0,1,0.6946107784431138,0.7125748502994012,0.6826347305389222,0.7035928143712575,0.020958083832335328,0.6966067864271457,2.783040393500913,1,0.52
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,14.05,0.0,711.0,1,1,0.6286919831223629,0.34177215189873417,0.5569620253164557,0.4852320675105485,0.07172995780590719,0.509142053445851,2.596146523167395,8,0.52
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,12.55,0.0,633.0,1,1,0.5687203791469194,0.35545023696682465,0.5924170616113744,0.46208530805687204,0.13033175355450238,0.5055292259083728,2.5980236157973504,5,0.56
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,14.014285714285714,0.0,900.0,1,1,0.6266666666666667,0.32666666666666666,0.51,0.4766666666666667,0.033333333333333326,0.48777777777777775,2.853300649792567,5,0.64
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,8.3,0.0,330.0,1,1,0.6727272727272727,0.33636363636363636,0.5454545454545454,0.5045454545454545,0.040909090909090895,0.5181818181818182,2.812903824387675,7,0.44
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,12.966666666666667,0.0,606.0,1,1,0.6138613861386139,0.3811881188118812,0.6138613861386139,0.4975247524752475,0.11633663366336633,0.5363036303630363,2.8607040455595985,4,0.64
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,11.3,0.0,2862.0,1,1,0.5230607966457023,0.46540880503144655,0.48846960167714887,0.4942348008385744,0.005765199161425538,0.4923130677847659,3.138222073530151,14,0.52
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,13.05,0.0,738.0,1,1,0.6463414634146342,0.34146341463414637,0.5528455284552846,0.49390243902439024,0.058943089430894324,0.513550135501355,2.524966977360046,2,0.52
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,13.966666666666667,0.0,720.0,1,1,0.6041666666666666,0.44583333333333336,0.6041666666666666,0.525,0.07916666666666661,0.5513888888888889,2.783829261665424,6,0.36
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,14.3,0.0,708.0,1,1,0.6313559322033898,0.4322033898305085,0.6991525423728814,0.5317796610169492,0.1673728813559322,0.5875706214689266,2.629733204110391,6,0.6
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,14.05,0.0,1965.0,1,1,0.6381679389312978,0.48396946564885496,0.648854961832061,0.5610687022900763,0.08778625954198471,0.5903307888040712,2.619121722952494,6,0.56
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,11.014285714285714,0.0,1449.0,1,1,0.6625258799171843,0.4886128364389234,0.6438923395445134,0.5755693581780539,0.06832298136645953,0.598343685300207,2.61088466566249,3,0.72
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,FP,9.55,0.0,426.0,1,1,0.47183098591549294,0.6197183098591549,0.6197183098591549,0.5457746478873239,0.073943661971831,0.5704225352112676,2.72220146131714,3,0.48
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,-5.0,0.0,963.0,1,1,0.5950155763239875,0.48598130841121495,0.6292834890965732,0.5404984423676013,0.08878504672897192,0.5700934579439252,2.81950509457559,3,0.24
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,12.55,0.0,486.0,1,1,0.6358024691358025,0.3765432098765432,0.7283950617283951,0.5061728395061729,0.2222222222222222,0.5802469135802469,2.2523406557915346,6,0.48
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,8.05,0.0,1266.0,1,1,0.6445497630331753,0.509478672985782,0.5710900473933649,0.5770142180094786,0.005924170616113722,0.5750394944707741,3.048380123753401,1,0.44
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,11.3,0.0,1281.0,1,1,0.702576112412178,0.5292740046838408,0.550351288056206,0.6159250585480094,0.06557377049180335,0.5940671350507416,2.8105897797561767,10,0.32
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,10.9,0.0,837.0,1,1,0.7025089605734767,0.4731182795698925,0.6415770609318996,0.5878136200716846,0.053763440860215006,0.6057347670250897,2.862720370391808,7,0.4
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,12.4,0.0,729.0,1,1,0.6625514403292181,0.4897119341563786,0.7325102880658436,0.5761316872427984,0.15637860082304522,0.6282578875171467,2.727017140935867,7,0.44
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,FP,7.8,0.0,420.0,1,1,0.4642857142857143,0.6214285714285714,0.7142857142857143,0.5428571428571429,0.17142857142857137,0.6,2.319523532023532,2,0.52
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,11.3,0.0,543.0,1,1,0.5580110497237569,0.35359116022099446,0.3812154696132597,0.4558011049723757,0.074585635359116,0.430939226519337,2.600304428181666,5,0.48
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,9.8,0.0,873.0,1,1,0.6254295532646048,0.4536082474226804,0.3951890034364261,0.5395189003436426,0.14432989690721648,0.49140893470790376,3.080490857783222,7,0.28
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,11.55,0.0,1839.0,1,1,0.6280587275693311,0.3768352365415987,0.5823817292006526,0.5024469820554649,0.07993474714518767,0.5290918977705275,2.879351886277631,5,0.6
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,11.014285714285714,0.0,828.0,1,1,0.6268115942028986,0.4746376811594203,0.5652173913043478,0.5507246376811594,0.01449275362318836,0.5555555555555556,3.00235811069721,6,0.56
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,10.9,0.0,1155.0,1,1,0.5532467532467532,0.4051948051948052,0.6467532467532467,0.4792207792207792,0.16753246753246753,0.535064935064935,2.8393356707499935,9,0.4
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,13.3,0.0,402.0,0,1,0.6119402985074627,0.5597014925373134,0.6268656716417911,0.585820895522388,0.04104477611940305,0.599502487562189,2.445169770981809,7,0.56
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,10.966666666666667,0.0,486.0,1,1,0.5679012345679012,0.4012345679012346,0.6481481481481481,0.4845679012345679,0.16358024691358025,0.5390946502057613,2.48258252070349,11,0.6
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,12.3,0.0,513.0,1,1,0.5906432748538012,0.4269005847953216,0.5380116959064327,0.5087719298245614,0.029239766081871288,0.5185185185185185,2.6502229502911483,5,0.64
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,10.8,0.0,456.0,1,1,0.5526315789473685,0.3815789473684211,0.6118421052631579,0.4671052631578948,0.14473684210526305,0.5153508771929824,2.2023020047458273,7,0.52
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,12.8,0.0,477.0,1,1,0.559748427672956,0.41509433962264153,0.5723270440251572,0.48742138364779874,0.08490566037735847,0.5157232704402516,3.0328753283741303,1,0.56
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,10.5,0.0,714.0,1,1,0.6428571428571429,0.36134453781512604,0.5840336134453782,0.5021008403361344,0.08193277310924374,0.5294117647058824,2.722013332771213,1,0.4
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,9.55,0.0,1092.0,1,1,0.6813186813186813,0.4258241758241758,0.5439560439560439,0.5535714285714286,0.009615384615384692,0.5503663003663004,3.098003275645404,10,0.56
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,12.514285714285714,0.0,489.0,1,1,0.6257668711656442,0.4785276073619632,0.6257668711656442,0.5521472392638037,0.07361963190184051,0.5766871165644172,2.306860525050468,6,0.52
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,12.466666666666667,0.0,768.0,1,1,0.6171875,0.375,0.62109375,0.49609375,0.125,0.5377604166666666,2.5956766444933774,5,0.56
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,FP,10.8,0.0,465.0,0,1,0.49032258064516127,0.4129032258064516,0.535483870967742,0.45161290322580644,0.08387096774193553,0.47956989247311826,2.6933077530616343,1,0.6
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,12.55,0.0,3612.0,1,1,0.5855481727574751,0.4335548172757475,0.6237541528239202,0.5095514950166113,0.11420265780730887,0.5476190476190477,3.155854869876635,2,0.8
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,FP,10.8,0.0,483.0,1,1,0.37888198757763975,0.4720496894409938,0.5217391304347826,0.42546583850931674,0.09627329192546585,0.4575569358178054,2.2912180362862236,7,0.36
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,9.55,0.0,1170.0,1,1,0.7256410256410256,0.46153846153846156,0.764102564102564,0.5935897435897436,0.17051282051282046,0.6504273504273504,2.581952131142307,3,0.68
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,-5.0,0.0,507.0,1,1,0.5976331360946746,0.4556213017751479,0.7396449704142012,0.5266272189349113,0.21301775147928992,0.5976331360946746,2.6140869305648313,4,0.72
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,12.8,0.0,480.0,1,1,0.625,0.36875,0.74375,0.496875,0.246875,0.5791666666666667,2.1638197773544374,6,0.68
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,14.3,0.0,1962.0,1,1,0.5336391437308868,0.44801223241590216,0.5932721712538226,0.4908256880733945,0.1024464831804281,0.5249745158002038,3.02283308754034,4,0.52
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,8.3,0.0,804.0,1,1,0.6380597014925373,0.503731343283582,0.5298507462686567,0.5708955223880596,0.04104477611940294,0.5572139303482587,2.975598953239841,5,0.76
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,FP,12.8,0.0,402.0,1,1,0.6343283582089553,0.6119402985074627,0.4626865671641791,0.6231343283582089,0.16044776119402981,0.5696517412935324,2.5596217774304026,2,0.68
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,14.3,0.0,936.0,1,1,0.6346153846153846,0.46474358974358976,0.5801282051282052,0.5496794871794872,0.03044871794871795,0.5598290598290598,2.984934074069091,5,0.76
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,10.9,0.0,4668.0,1,1,0.5796915167095116,0.44280205655526994,0.45951156812339333,0.5112467866323908,0.05173521850899743,0.4940017137960583,3.2703057177729082,11,0.56
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,14.3,0.0,1227.0,1,1,0.5623471882640587,0.42053789731051344,0.43031784841075793,0.49144254278728605,0.06112469437652812,0.4710676446617767,3.024201131739927,1,0.56
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,12.55,0.0,1455.0,1,1,0.5484536082474227,0.4247422680412371,0.43711340206185567,0.48659793814432994,0.04948453608247427,0.47010309278350515,2.855070709101275,8,0.56
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,9.3,0.0,336.0,1,1,0.5892857142857143,0.49107142857142855,0.49107142857142855,0.5401785714285714,0.04910714285714285,0.5238095238095238,2.193522765800443,2,0.56
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,13.05,0.0,4107.0,1,1,0.5368882395909423,0.38349159970781593,0.5588020452885317,0.46018991964937916,0.09861212563915256,0.49306062819576335,2.166376205574918,6,0.6
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,14.3,0.0,4263.0,1,1,0.5432793807178043,0.4313863476425053,0.5608726249120338,0.4873328641801548,0.07353976073187901,0.5118461177574478,2.8047330864733144,7,0.56
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,12.55,0.0,984.0,1,1,0.6341463414634146,0.5365853658536586,0.5426829268292683,0.5853658536585367,0.04268292682926833,0.5711382113821138,3.1874594888666397,8,0.36
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,12.133333333333333,0.0,498.0,0,1,0.5421686746987951,0.42771084337349397,0.5963855421686747,0.48493975903614456,0.11144578313253012,0.5220883534136547,2.8592738549816037,6,0.52
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,14.8,0.0,1668.0,1,1,0.5413669064748201,0.368705035971223,0.5881294964028777,0.45503597122302153,0.13309352517985618,0.49940047961630696,2.8602476001211503,10,0.48
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,11.514285714285714,0.0,480.0,0,1,0.575,0.38125,0.4625,0.47812499999999997,0.015624999999999944,0.47291666666666665,2.6464878001908607,7,0.48
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,12.228571428571428,0.0,678.0,1,1,0.588495575221239,0.4336283185840708,0.584070796460177,0.5110619469026549,0.07300884955752207,0.5353982300884956,2.752286828612384,4,0.36
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,14.8,0.0,738.0,1,1,0.5813008130081301,0.37398373983739835,0.47560975609756095,0.47764227642276424,0.002032520325203291,0.47696476964769646,2.9128672730727603,4,0.72
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,12.514285714285714,0.0,531.0,0,1,0.5875706214689266,0.4011299435028249,0.672316384180791,0.49435028248587576,0.17796610169491522,0.5536723163841808,2.051816100307646,1,0.76
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,14.55,0.0,612.0,0,1,0.5588235294117647,0.4852941176470588,0.6323529411764706,0.5220588235294118,0.11029411764705876,0.5588235294117647,2.617008042364283,5,0.64
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,12.3,0.0,483.0,1,1,0.577639751552795,0.40993788819875776,0.4906832298136646,0.4937888198757764,0.003105590062111807,0.4927536231884058,2.4739541214987137,8,0.6
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,13.3,0.0,399.0,1,1,0.5488721804511278,0.37593984962406013,0.6165413533834586,0.462406015037594,0.15413533834586463,0.5137844611528822,2.4939312391436625,4,0.76
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,14.014285714285714,0.0,390.0,1,1,0.5615384615384615,0.4,0.46153846153846156,0.4807692307692308,0.019230769230769218,0.47435897435897434,2.839947567423726,3,0.48
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,9.8,0.0,525.0,1,1,0.5771428571428572,0.34285714285714286,0.5142857142857142,0.46,0.054285714285714215,0.4780952380952381,2.631315073035865,1,0.44
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,12.8,0.0,450.0,1,1,0.58,0.36666666666666664,0.5933333333333334,0.4733333333333333,0.1200000000000001,0.5133333333333333,2.427946894725397,8,0.6
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,12.466666666666667,0.0,696.0,1,1,0.5517241379310345,0.36637931034482757,0.5,0.45905172413793105,0.04094827586206895,0.47270114942528735,3.0207049345502206,7,0.68
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,9.55,0.0,357.0,1,1,0.6134453781512605,0.23529411764705882,0.5546218487394958,0.4243697478991597,0.13025210084033612,0.4677871148459384,2.301910380730448,11,0.56
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,11.8,0.0,762.0,1,1,0.5511811023622047,0.3346456692913386,0.46062992125984253,0.44291338582677164,0.01771653543307089,0.44881889763779526,2.6588200064974834,11,0.48
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,13.05,0.0,1341.0,1,1,0.5637583892617449,0.42058165548098436,0.41834451901565994,0.49217002237136465,0.0738255033557047,0.46756152125279643,3.2069457501402154,2,0.36
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,12.514285714285714,0.0,417.0,1,1,0.6115107913669064,0.5035971223021583,0.5755395683453237,0.5575539568345323,0.017985611510791366,0.5635491606714629,2.3829520149408308,2,0.68
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,13.966666666666667,0.0,768.0,1,1,0.58984375,0.42578125,0.6484375,0.5078125,0.140625,0.5546875,2.3416595824898843,12,0.56
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,10.633333333333333,0.0,1395.0,1,1,0.5763440860215053,0.410752688172043,0.6129032258064516,0.4935483870967742,0.11935483870967745,0.5333333333333333,2.6643752154334437,5,0.68
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,10.8,0.0,699.0,1,1,0.6523605150214592,0.45493562231759654,0.6094420600858369,0.5536480686695279,0.05579399141630903,0.5722460658082976,2.8775343748703217,1,0.56
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,FP,-5.0,0.0,741.0,1,1,0.3562753036437247,0.582995951417004,0.6032388663967612,0.46963562753036436,0.1336032388663968,0.5141700404858299,3.116038190354269,2,0.44
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,12.466666666666667,0.0,705.0,1,1,0.5531914893617021,0.43829787234042555,0.6085106382978723,0.4957446808510638,0.1127659574468085,0.5333333333333333,2.4379115957732282,4,0.52
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,10.8,0.0,636.0,1,1,0.5518867924528302,0.4858490566037736,0.49056603773584906,0.5188679245283019,0.028301886792452824,0.5094339622641509,2.819167742863313,3,0.52
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,FP,10.966666666666667,0.0,387.0,1,1,0.7829457364341085,0.7441860465116279,0.7596899224806202,0.7635658914728682,0.003875968992248069,0.7622739018087855,2.0233485796193014,2,0.76
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,10.728571428571428,0.0,2568.0,1,1,0.5700934579439252,0.3878504672897196,0.677570093457944,0.4789719626168224,0.19859813084112155,0.5451713395638629,2.551735294104379,7,0.32
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,9.3,0.0,342.0,1,1,0.6052631578947368,0.42105263157894735,0.6929824561403509,0.513157894736842,0.1798245614035089,0.5730994152046783,2.2613387516891263,6,0.48
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,12.55,0.0,426.0,1,1,0.5492957746478874,0.4859154929577465,0.5985915492957746,0.517605633802817,0.08098591549295764,0.5446009389671361,2.4559710224416103,10,0.4
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,10.728571428571428,0.0,330.0,1,1,0.5363636363636364,0.41818181818181815,0.41818181818181815,0.4772727272727273,0.05909090909090914,0.4575757575757576,2.448544361586725,3,0.6
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,10.8,0.0,627.0,1,1,0.5741626794258373,0.41626794258373206,0.507177033492823,0.49521531100478466,0.011961722488038284,0.49920255183413076,2.6496338005702214,4,0.48
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,14.05,0.0,1275.0,1,1,0.5905882352941176,0.36941176470588233,0.5552941176470588,0.48,0.07529411764705884,0.5050980392156863,2.8196491676215816,13,0.6
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,11.05,0.0,339.0,1,1,0.5752212389380531,0.415929203539823,0.49557522123893805,0.49557522123893805,0.0,0.49557522123893805,2.355584349656046,1,0.72
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,14.3,0.0,462.0,1,1,0.5909090909090909,0.44805194805194803,0.6558441558441559,0.5194805194805194,0.13636363636363646,0.564935064935065,2.377244600670827,10,0.76
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,14.014285714285714,0.0,465.0,0,1,0.6516129032258065,0.4,0.5225806451612903,0.5258064516129033,0.003225806451612967,0.524731182795699,2.356615670116814,5,0.48
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,8.3,0.0,489.0,1,1,0.4171779141104294,0.3987730061349693,0.49079754601226994,0.40797546012269936,0.08282208588957057,0.43558282208588955,2.7939505860431577,7,0.48
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,12.55,0.0,363.0,1,1,0.49586776859504134,0.4049586776859504,0.5289256198347108,0.45041322314049587,0.07851239669421489,0.4765840220385675,2.486754128145396,1,0.52
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,FP,11.133333333333333,0.0,345.0,1,1,0.5565217391304348,0.6608695652173913,0.5652173913043478,0.6086956521739131,0.0434782608695653,0.5942028985507246,2.5517664886907627,1,0.6
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,10.8,0.0,648.0,1,1,0.5416666666666666,0.3888888888888889,0.41203703703703703,0.4652777777777778,0.053240740740740755,0.44753086419753085,2.793137703414788,6,0.56
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,12.514285714285714,0.0,600.0,1,1,0.67,0.425,0.46,0.5475,0.08749999999999997,0.5183333333333333,2.9035547006691522,5,0.4
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,11.228571428571428,0.0,420.0,1,1,0.6285714285714286,0.4642857142857143,0.5857142857142857,0.5464285714285715,0.03928571428571426,0.5595238095238095,2.6176028309359927,3,0.52
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,14.3,0.0,603.0,0,1,0.5970149253731343,0.4079601990049751,0.472636815920398,0.5024875621890547,0.029850746268656636,0.4925373134328358,2.867030278112484,8,0.56
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,FP,-5.0,0.0,444.0,1,1,0.6891891891891891,0.7094594594594594,0.668918918918919,0.6993243243243243,0.030405405405405372,0.6891891891891891,2.6292082072267826,1,0.76
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,FP,12.228571428571428,0.0,432.0,0,0,0.4513888888888889,0.3333333333333333,0.4305555555555556,0.3923611111111111,0.038194444444444475,0.4050925925925926,2.6190953670794572,5,0.4
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,11.55,0.0,648.0,0,0,0.5601851851851852,0.44907407407407407,0.49074074074074076,0.5046296296296297,0.013888888888888895,0.5,3.1567935217331673,9,0.6
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,13.05,0.0,606.0,1,0,0.594059405940594,0.4504950495049505,0.5247524752475248,0.5222772277227723,0.0024752475247524774,0.523102310231023,2.5842078165851583,6,0.64
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,FP,12.3,0.0,387.0,1,0,0.4883720930232558,0.40310077519379844,0.4418604651162791,0.44573643410852715,0.003875968992248069,0.4444444444444444,2.8649243432192297,15,0.4
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,12.3,0.0,1080.0,1,0,0.6166666666666667,0.46944444444444444,0.5333333333333333,0.5430555555555556,0.009722222222222299,0.5398148148148149,3.065160369219972,3,0.56
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,FP,10.8,0.0,300.0,1,0,0.57,0.57,0.57,0.57,0.0,0.57,2.368783075271278,5,0.56
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,12.514285714285714,0.0,693.0,1,0,0.6536796536796536,0.4069264069264069,0.6406926406926406,0.5303030303030303,0.11038961038961037,0.5670995670995671,2.4856474601657936,6,0.64
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,10.9,0.0,1158.0,1,0,0.6373056994818653,0.42487046632124353,0.6735751295336787,0.5310880829015544,0.1424870466321243,0.5785837651122625,2.676278313519531,8,0.6
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,10.966666666666667,0.0,456.0,1,0,0.6973684210526315,0.4144736842105263,0.5723684210526315,0.555921052631579,0.016447368421052544,0.5614035087719298,2.412412114103989,8,0.44
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,12.466666666666667,0.0,600.0,1,0,0.625,0.45,0.55,0.5375,0.012500000000000067,0.5416666666666666,2.7400753442607093,7,0.64
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,9.8,0.0,570.0,1,0,0.5894736842105263,0.5157894736842106,0.7368421052631579,0.5526315789473684,0.1842105263157895,0.6140350877192983,2.6252522846617983,3,0.56
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,FP,-5.0,0.0,1077.0,1,0,0.6796657381615598,0.4456824512534819,0.649025069637883,0.5626740947075208,0.08635097493036215,0.5914577530176416,2.8375155150214084,1,0.48
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,10.966666666666667,0.0,1386.0,1,0,0.6125541125541125,0.4264069264069264,0.6688311688311688,0.5194805194805194,0.14935064935064934,0.5692640692640693,2.755939150226005,1,0.64
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,14.05,0.0,1461.0,1,0,0.5667351129363449,0.42505133470225875,0.5831622176591376,0.49589322381930184,0.08726899383983572,0.5249828884325805,2.9911761348615333,2,0.6
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,12.133333333333333,0.0,495.0,1,0,0.5393939393939394,0.4,0.5393939393939394,0.4696969696969697,0.0696969696969697,0.49292929292929294,2.9127218340583254,5,0.44
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,12.466666666666667,0.0,1623.0,1,0,0.5656192236598891,0.36968576709796674,0.41404805914972276,0.46765249537892795,0.05360443622920519,0.44978434996919286,2.966772787554426,12,0.56
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,12.05,0.0,435.0,1,0,0.5172413793103449,0.3586206896551724,0.43448275862068964,0.4379310344827586,0.0034482758620689724,0.4367816091954023,2.7894145171616755,2,0.44
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,FP,8.3,0.0,333.0,1,0,0.5405405405405406,0.40540540540540543,0.5225225225225225,0.472972972972973,0.04954954954954949,0.4894894894894895,2.6257350326293314,1,0.2
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,10.9,0.0,1152.0,1,0,0.5833333333333334,0.3515625,0.5338541666666666,0.4674479166666667,0.06640624999999994,0.4895833333333333,2.7149185825835844,7,0.44
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,14.3,0.0,924.0,1,0,0.577922077922078,0.4512987012987013,0.474025974025974,0.5146103896103896,0.04058441558441561,0.5010822510822511,2.93698025619126,4,0.52
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,12.55,0.0,315.0,1,0,0.5142857142857142,0.3523809523809524,0.638095238095238,0.43333333333333335,0.2047619047619047,0.5015873015873016,2.1384146629159413,4,0.44
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,14.05,0.0,384.0,1,0,0.5859375,0.3671875,0.5390625,0.4765625,0.0625,0.4973958333333333,2.5497653365048625,3,0.6
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,FP,12.8,0.0,408.0,0,0,0.5808823529411765,0.4338235294117647,0.5514705882352942,0.5073529411764706,0.044117647058823595,0.5220588235294118,2.682163198450021,10,0.64
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,FP,12.05,0.0,765.0,1,0,0.592156862745098,0.4196078431372549,0.4823529411764706,0.5058823529411764,0.023529411764705854,0.4980392156862745,3.255565538704036,14,0.56
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,10.8,0.0,1158.0,1,0,0.6010362694300518,0.3601036269430052,0.5777202072538861,0.48056994818652854,0.09715025906735753,0.5129533678756477,2.577631393917508,6,0.52
NC_008818.1,Hyperthermus,Archaea,60.88,0.5374,TP,12.466666666666667,0.0,966.0,1,0,0.6273291925465838,0.41304347826086957,0.5590062111801242,0.5201863354037267,0.03881987577639745,0.5331262939958592,2.990828344189503,6,0.4
